Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
14753,0.73,Very Good,I,VS2,59.0,61.0,5.84,5.88,3.46,2329
17445,0.4,Premium,E,SI1,60.9,60.0,4.75,4.77,2.9,737
7014,1.03,Very Good,G,VS1,63.0,56.0,6.43,6.46,4.06,6539
8920,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
4969,0.35,Ideal,F,VS2,61.4,55.0,4.6,4.55,2.81,906
18527,0.72,Ideal,J,VVS1,62.5,56.0,5.71,5.74,3.58,2249
12374,0.32,Ideal,G,VS1,61.6,57.0,4.38,4.42,2.71,645
19468,0.92,Ideal,F,SI2,62.0,54.0,6.26,6.32,3.9,4065
24747,0.34,Ideal,D,VS2,60.6,57.0,4.51,4.53,2.74,805
20824,0.36,Ideal,G,IF,61.6,55.0,4.57,4.59,2.82,1074
21425,0.3,Very Good,G,VS1,62.6,56.0,4.29,4.31,2.69,581
11985,1.01,Very Good,I,SI1,63.2,54.0,6.41,6.35,4.03,4525
1875,1.02,Good,I,SI2,63.6,56.0,6.4,6.37,4.06,3856
11488,0.32,Ideal,G,VS2,61.8,57.0,4.4,4.37,2.71,720
15526,0.41,Good,I,SI2,63.5,57.0,4.7,4.72,2.99,539
19043,0.35,Premium,J,VS1,62.2,58.0,4.54,4.49,2.81,591
5036,0.3,Good,H,VVS2,63.7,55.0,4.27,4.24,2.71,776
26913,0.54,Premium,E,SI2,61.9,58.0,5.24,5.19,3.23,1250
9491,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1436
7814,0.37,Premium,F,VS2,60.6,58.0,4.63,4.67,2.82,746
10387,1.24,Premium,G,VS1,62.0,59.0,6.88,6.92,4.28,7660
26259,1.06,Premium,D,SI2,59.8,61.0,6.63,6.58,3.95,4483
26122,0.5,Premium,E,VS2,62.3,60.0,5.09,5.05,3.16,1746
25818,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3449
18427,1.01,Premium,D,VS1,61.8,54.0,6.44,6.38,3.96,8201
22103,0.32,Very Good,J,SI1,63.0,58.0,4.32,4.35,2.73,374
1953,1.13,Premium,F,SI2,62.3,59.0,6.68,6.65,4.15,4360
19178,0.36,Premium,E,SI2,60.6,59.0,4.57,4.61,2.78,505
1313,1.0,Ideal,H,SI2,61.2,57.0,6.42,6.45,3.94,4260
9222,1.35,Ideal,H,VS2,61.6,55.0,7.08,7.02,4.34,6502
3389,1.0,Very Good,D,SI2,62.8,58.0,6.29,6.39,3.98,4595
23954,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3945
19359,0.53,Very Good,G,VS1,61.9,57.0,5.19,5.22,3.22,1607
20420,0.38,Very Good,E,VVS2,59.7,63.0,4.71,4.73,2.82,1157
26449,1.7,Premium,E,SI1,62.3,57.0,7.68,7.6,4.76,15662
20216,0.9,Premium,G,SI2,62.4,55.0,6.17,6.13,3.84,3478
1220,0.76,Premium,G,I1,63.0,55.0,5.83,5.74,3.65,1629
25912,0.71,Ideal,E,VS1,62.0,56.0,5.72,5.74,3.55,3516
13429,0.41,Ideal,D,VS1,62.4,56.0,4.75,4.8,2.98,1105
22011,0.94,Premium,E,SI1,62.0,58.0,6.27,6.24,3.88,4580
1088,2.29,Premium,H,VS2,61.6,60.0,8.45,8.43,5.2,17539
18710,1.01,Premium,D,VS1,,58.0,6.6,6.54,3.94,8286
23195,0.9,Very Good,E,IF,63.9,55.0,6.05,6.09,3.88,7747
25552,0.51,Ideal,H,SI2,62.5,55.0,5.1,5.14,3.2,983
13592,0.54,Ideal,F,SI1,59.8,57.0,5.31,5.29,3.17,1369
26685,0.4,Premium,D,VS1,62.5,60.0,4.72,4.66,2.93,1200
4834,0.36,Very Good,F,SI1,60.3,58.0,4.6,4.65,2.79,600
9460,0.49,Premium,G,VS2,59.8,59.0,5.16,5.14,3.08,1240
15891,0.33,Ideal,E,SI2,61.7,55.0,4.44,4.47,2.75,427
942,0.7,Ideal,I,VS2,62.4,56.0,5.71,5.66,3.55,2056
21647,1.25,Premium,I,VS1,60.4,59.0,7.01,6.94,4.21,6664
20771,0.51,Very Good,D,VS1,62.2,59.0,5.1,5.13,3.18,1959
7737,0.72,Ideal,H,VS1,61.8,55.0,5.78,5.81,3.58,3167
20852,0.37,Very Good,G,VS2,60.7,57.0,4.64,4.69,2.83,649
21013,0.72,Premium,I,SI1,62.0,52.0,5.71,5.67,3.53,1922
21879,0.72,Ideal,D,SI2,62.3,57.0,5.75,5.8,3.6,2435
19611,0.38,Ideal,H,VVS1,61.1,56.0,4.68,4.71,2.87,949
2445,0.93,Premium,F,SI1,62.5,58.0,6.19,6.22,3.88,4081
4471,0.29,Very Good,E,VS1,60.0,57.0,4.33,4.34,2.6,619
7074,1.2,Good,J,SI2,63.3,54.4,6.72,6.78,4.27,4659
17332,2.0,Premium,I,VS2,60.7,60.0,8.07,8.02,4.88,16694
19588,1.53,Premium,I,SI1,62.9,59.0,7.36,7.32,4.62,8911
14759,0.41,Very Good,D,VS1,63.4,56.0,4.7,4.76,3.0,991
7510,1.04,Ideal,G,VVS2,62.1,55.1,6.5,6.51,4.04,8012
12265,0.31,Ideal,G,IF,61.7,56.0,4.34,4.38,2.69,924
4815,0.56,Ideal,G,VS1,62.0,56.0,5.28,5.3,3.28,1822
7350,1.65,Very Good,H,VS1,,56.0,7.53,7.59,4.68,11823
26088,0.38,Ideal,D,VS1,62.0,55.0,4.64,4.68,2.89,1067
20432,1.0,Good,E,VS2,57.4,58.0,6.57,6.61,3.78,6050
7733,1.08,Ideal,H,VVS1,61.8,57.0,6.55,6.59,4.06,9041
24385,0.3,Ideal,E,VVS2,61.6,58.0,4.28,4.33,2.65,766
24169,0.31,Ideal,F,VS2,61.9,55.0,4.35,4.31,2.68,802
5583,2.53,Premium,H,SI2,,59.0,8.9,8.82,5.29,17591
18438,1.0,Good,H,SI2,63.4,61.0,6.29,6.33,4.0,3850
20399,1.0,Premium,F,VS2,62.6,60.0,6.29,6.37,3.96,6352
3036,0.33,Ideal,H,VS2,60.6,56.0,4.51,4.54,2.74,539
23579,2.02,Premium,H,SI1,63.0,60.0,7.85,7.79,4.93,13453
6880,0.4,Very Good,H,VVS1,62.9,56.0,4.69,4.72,2.96,954
22977,0.71,Good,J,VS2,63.5,64.0,5.65,5.6,3.57,1644
16865,0.52,Very Good,G,SI2,63.0,55.0,5.12,5.14,3.23,1049
13655,0.42,Premium,D,SI2,62.0,59.0,4.83,4.78,2.98,862
2393,0.33,Premium,H,VS1,59.5,59.0,4.53,4.48,2.68,743
6155,0.71,Ideal,H,VVS1,62.1,54.0,5.7,5.76,3.56,2918
20822,0.91,Very Good,D,SI1,60.8,60.0,6.24,6.21,3.79,4561
22967,1.31,Very Good,G,VVS2,62.2,59.0,6.91,6.98,4.32,11108
8419,0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97,841
15405,1.02,Good,G,VVS1,63.6,58.0,6.37,6.4,4.06,7861
511,1.01,Very Good,I,SI2,63.5,57.0,6.35,6.37,4.04,4244
6929,0.3,Ideal,D,VS2,62.2,54.0,4.28,4.31,2.67,710
20706,1.03,Very Good,F,SI2,60.2,55.0,6.53,6.59,3.95,3903
11119,0.3,Very Good,H,VVS1,63.4,55.0,4.3,4.28,2.72,878
26073,1.5,Premium,D,SI1,61.6,59.0,7.4,7.3,4.53,13445
15707,2.06,Premium,F,SI2,61.7,59.0,8.21,8.13,5.04,16857
16911,1.01,Premium,H,VS1,61.2,61.0,6.44,6.41,3.93,5294
25472,0.24,Very Good,E,VS2,61.5,58.0,4.02,4.05,2.48,419
20478,0.7,Premium,F,SI1,59.4,60.0,5.77,5.74,3.42,2239
10749,0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,593
19748,0.72,Ideal,I,VVS2,62.8,57.0,5.69,5.74,3.59,2594
3747,1.51,Ideal,E,SI2,60.5,57.0,7.38,7.42,4.48,10935
5347,0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,943
22029,0.52,Ideal,D,SI1,60.0,56.0,5.24,5.19,3.13,1720
5544,0.66,Ideal,D,VVS2,61.6,57.0,5.57,5.64,3.45,3103
4010,0.31,Ideal,G,VVS1,62.8,57.0,4.33,4.3,2.71,977
25411,0.38,Premium,H,SI1,59.7,60.0,4.68,4.66,2.79,812
12391,0.73,Good,F,SI2,58.1,62.0,5.92,5.93,3.44,2191
4225,0.75,Ideal,E,VS2,61.7,56.0,5.86,5.84,3.61,3150
12903,1.01,Good,G,VS2,58.9,61.0,6.46,6.55,3.83,5756
1256,1.41,Very Good,F,SI2,61.4,59.0,7.17,7.2,4.41,7215
11463,1.5,Premium,G,VS1,62.4,60.0,7.29,7.22,4.53,13009
16999,0.54,Very Good,F,VVS2,60.2,59.0,5.27,5.3,3.18,2198
15317,0.9,Ideal,E,SI2,61.8,56.0,6.18,6.22,3.83,4770
19744,1.13,Ideal,H,VS2,62.0,57.0,6.7,6.66,4.14,5885
14841,0.52,Very Good,E,VS1,60.7,54.0,5.22,5.29,3.19,1682
17661,0.7,Very Good,G,VS2,58.7,53.0,5.83,5.86,3.43,2563
21381,0.7,Good,F,VS2,64.3,59.0,5.6,5.56,3.59,2373
6870,1.14,Good,E,SI1,60.9,64.0,6.78,6.68,4.09,5899
1793,0.53,Ideal,E,VS2,61.8,56.0,5.17,5.21,3.21,1676
3556,0.51,Premium,E,SI2,59.5,60.0,5.25,5.17,3.1,1294
24486,0.3,Premium,D,IF,62.1,59.0,4.27,4.29,2.66,1130
702,0.91,Good,G,SI2,63.6,56.0,6.14,6.09,3.89,3610
19974,1.19,Premium,I,SI2,62.6,58.0,6.75,6.7,4.21,4745
5278,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,947
8561,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,13333
24787,1.01,Ideal,I,SI1,62.5,56.0,6.4,6.44,4.01,4413
21882,1.25,Very Good,F,SI2,58.0,63.0,7.16,7.06,4.13,5851
7976,0.3,Very Good,F,SI2,62.6,61.0,4.2,4.24,2.64,394
12637,0.51,Good,G,VS2,63.9,56.0,5.07,5.1,3.25,1343
26773,0.71,Ideal,E,SI2,62.3,57.0,5.66,5.74,3.55,2190
3865,0.43,Ideal,H,SI1,62.4,56.0,4.81,4.83,3.01,716
15067,0.73,Ideal,I,VVS2,61.9,55.0,5.8,5.84,3.6,2513
14284,1.7,Ideal,H,I1,62.6,54.0,7.63,7.58,4.77,7197
3007,0.9,Premium,D,SI2,61.2,62.0,6.22,6.07,3.76,4133
19687,0.43,Premium,D,SI2,60.7,58.0,4.85,4.91,2.96,716
11585,0.78,Very Good,I,VVS2,61.4,56.0,5.91,5.95,3.64,2816
16097,0.92,Premium,E,SI1,61.3,58.0,6.19,6.25,3.81,4379
4157,0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71,612
17597,1.01,Very Good,F,SI2,62.7,55.0,6.32,6.4,3.99,4853
22702,0.4,Ideal,G,VS1,61.3,55.0,4.78,4.75,2.92,1125
25400,0.41,Ideal,D,SI1,61.0,57.0,4.8,4.78,2.92,1015
15428,0.32,Ideal,H,SI1,61.5,55.0,4.41,4.43,2.72,434
24057,1.01,Premium,H,VS1,60.9,62.0,6.52,6.49,3.96,5000
13594,0.32,Premium,E,VS2,61.3,59.0,4.35,4.39,2.68,702
16393,0.45,Fair,F,VS2,64.2,58.0,4.9,4.75,3.1,1037
13285,1.2,Ideal,H,SI2,62.7,55.0,6.74,6.69,4.21,5578
24918,0.31,Ideal,D,VS2,62.1,55.0,4.32,4.38,2.7,636
18079,1.08,Ideal,G,IF,61.3,57.0,6.62,6.59,4.05,9035
22800,2.57,Premium,E,SI2,61.3,60.0,8.82,8.73,5.38,17116
25719,1.52,Premium,G,VS1,58.8,61.0,7.54,7.45,4.41,10640
19224,0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56,3667
4106,0.42,Ideal,D,SI1,63.0,55.0,4.79,4.76,3.01,970
3318,0.31,Ideal,H,VVS1,61.6,55.0,4.38,4.35,2.69,907
3358,0.54,Ideal,D,SI1,60.7,56.0,5.27,5.3,3.21,1662
10408,1.2,Premium,G,SI1,62.3,59.0,6.84,6.75,4.23,6586
14760,0.5,Very Good,G,VS2,60.3,58.0,5.15,5.19,3.12,1354
15944,2.13,Premium,H,SI2,62.3,57.0,8.24,8.16,5.11,17073
10545,1.02,Good,H,SI2,63.1,59.0,6.37,6.43,4.04,4207
10693,0.31,Premium,D,SI1,61.4,58.0,4.34,4.39,2.68,571
86,0.76,Ideal,H,VS2,61.9,55.0,5.85,5.88,3.64,3016
21221,1.17,Ideal,G,VVS2,61.6,56.0,6.77,6.83,4.18,9630
13922,1.01,Very Good,F,VS1,63.7,56.0,6.27,6.33,4.01,7001
6733,0.7,Ideal,D,VS2,61.0,57.0,5.76,5.74,3.51,2859
7481,2.03,Ideal,F,SI2,61.6,55.0,8.19,8.14,5.03,18578
7826,0.32,Ideal,G,VVS1,61.8,55.0,4.4,4.43,2.73,814
5857,0.41,Premium,F,VVS2,60.1,58.0,4.79,4.83,2.89,1115
1620,0.31,Ideal,D,VS2,62.0,55.0,4.36,4.38,2.71,734
13606,0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7,544
10343,1.2,Ideal,G,SI1,61.2,56.0,6.92,6.84,4.21,6502
2712,0.51,Ideal,D,VS2,60.9,56.0,5.16,5.19,3.15,1787
16781,0.32,Very Good,E,VS2,60.5,55.0,4.43,4.49,2.7,702
17630,0.86,Fair,E,SI2,55.1,69.0,6.45,6.33,3.52,2757
22395,1.58,Very Good,G,SI2,60.0,53.0,7.59,7.64,4.57,9037
5205,0.52,Premium,G,VVS2,61.0,58.0,5.15,5.21,3.16,1707
9781,1.18,Premium,H,SI2,,57.0,6.81,6.73,4.17,4956
12091,1.01,Premium,F,VS2,60.9,58.0,6.47,6.41,3.92,6446
311,0.7,Ideal,H,SI2,59.9,57.0,5.77,5.74,3.45,2142
22818,0.41,Very Good,H,VVS1,62.0,56.0,4.77,4.81,2.97,1166
7274,0.32,Very Good,G,SI2,63.0,56.0,4.32,4.35,2.73,421
8651,0.79,Ideal,E,SI1,60.3,56.0,5.99,6.05,3.63,3171
14273,0.6,Ideal,E,SI2,62.5,57.0,5.37,5.39,3.36,1385
19170,1.52,Premium,H,VVS2,61.2,58.0,7.48,7.41,4.56,11979
13865,0.59,Ideal,D,SI1,61.7,56.0,5.39,5.43,3.34,1671
9303,1.6,Ideal,J,VS1,62.0,53.0,7.57,7.56,4.69,10011
21752,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5483
16607,1.21,Ideal,I,VS1,61.5,58.0,6.84,6.88,4.22,6691
24402,1.21,Premium,H,VS2,59.9,59.0,6.94,6.92,4.15,7562
4053,1.09,Premium,H,VS1,60.2,61.0,6.7,6.66,4.02,5951
2415,1.71,Very Good,H,VS2,58.8,60.0,7.8,7.85,4.6,12493
21617,1.02,Premium,F,VS2,62.4,59.0,6.45,6.4,4.01,6773
20371,0.52,Very Good,G,SI1,59.4,60.0,5.23,5.28,3.12,1267
10512,0.32,Premium,F,VS2,61.7,58.0,4.41,4.38,2.71,828
22184,1.25,Ideal,E,VVS2,60.9,60.0,6.93,6.97,4.23,13006
21777,2.21,Premium,J,SI2,62.7,57.0,8.33,8.25,5.2,13642
17065,2.11,Premium,I,SI2,,56.0,8.23,8.13,5.1,13701
10539,0.81,Ideal,D,SI1,62.0,56.0,5.97,6.0,3.71,3852
10613,1.72,Premium,F,I1,60.5,59.0,7.8,7.71,4.69,7089
20180,2.52,Fair,J,SI2,65.1,56.0,8.51,8.43,5.51,15776
316,0.41,Ideal,G,SI2,61.3,56.0,4.78,4.81,2.94,605
12472,0.28,Good,E,VS1,63.1,55.0,4.15,4.18,2.63,458
20208,0.7,Ideal,F,SI1,62.8,56.0,5.63,5.68,3.55,2528
9492,0.9,Very Good,J,VS2,61.9,59.0,6.14,6.2,3.82,3119
3946,1.0,Very Good,G,VS2,60.0,55.0,6.41,6.52,3.88,5385
17071,1.0,Ideal,F,VS1,61.7,55.0,6.42,6.39,3.95,7056
12073,1.12,Ideal,H,SI1,62.8,55.0,6.66,6.61,4.17,5863
11384,1.01,Good,E,VVS2,63.9,58.0,6.31,6.37,4.05,8415
16970,0.5,Very Good,E,SI1,63.0,58.0,5.04,5.08,3.19,1316
21874,0.55,Ideal,I,IF,60.1,56.0,5.33,5.38,3.22,2098
5168,0.9,Premium,D,SI1,62.7,58.0,6.15,6.09,3.84,4304
5081,0.45,Ideal,I,VS2,61.7,59.0,4.96,4.91,3.04,1013
9938,1.5,Ideal,I,VS2,62.6,57.0,7.26,7.31,4.56,9586
18155,0.9,Very Good,F,VS2,62.3,58.0,6.14,6.16,3.83,4924
23849,0.61,Premium,F,VS2,59.6,61.0,5.58,5.5,3.3,2075
1038,0.91,Ideal,F,SI2,61.7,55.0,6.27,6.2,3.85,3196
1412,0.91,Very Good,I,VS2,59.9,58.0,6.35,6.27,3.78,4008
13480,1.18,Ideal,F,VVS2,60.6,55.0,6.84,6.88,4.16,11415
2093,1.51,Good,E,I1,,59.0,7.56,7.51,4.33,5601
17887,0.71,Very Good,G,VS1,62.0,53.0,5.72,5.76,3.56,3425
24774,1.0,Premium,F,SI2,61.5,59.0,6.47,6.44,3.97,4144
23134,0.74,Premium,E,SI2,,58.0,5.77,5.73,3.6,2617
9857,0.7,Very Good,E,VS2,62.4,60.0,5.57,5.61,3.49,2755
1651,0.4,Premium,E,VVS2,60.8,59.0,4.77,4.73,2.89,1056
21138,0.55,Premium,E,VS2,62.3,60.0,5.26,5.18,3.25,2030
1529,0.35,Premium,G,IF,60.6,60.0,4.57,4.54,2.76,1116
25296,1.09,Ideal,F,SI2,61.2,57.0,6.64,6.6,4.05,4981
18799,0.31,Premium,E,SI1,62.6,60.0,4.31,4.35,2.71,544
13856,0.3,Very Good,G,VVS1,63.2,58.0,4.25,4.23,2.68,1013
18223,0.31,Ideal,G,IF,61.0,56.0,4.37,4.39,2.67,924
4219,0.46,Very Good,F,SI2,62.6,58.0,4.88,4.96,3.08,815
22844,0.41,Ideal,J,IF,62.1,54.0,4.78,4.81,2.98,777
23210,0.51,Ideal,F,VS1,61.7,55.0,5.13,5.17,3.18,1728
18510,2.08,Ideal,G,SI2,61.8,56.0,8.22,8.18,5.07,18124
1275,0.53,Ideal,D,VS2,61.4,55.0,5.21,5.24,3.21,1585
19487,0.52,Very Good,F,SI2,62.3,60.0,5.1,5.13,3.19,1057
7151,0.9,Ideal,G,SI2,62.7,53.0,6.18,6.22,3.89,3805
26022,1.51,Premium,E,SI2,62.0,62.0,7.16,7.09,4.42,7610
1691,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9282
4202,1.14,Ideal,H,VS2,62.0,54.0,6.72,6.74,4.17,6628
9431,1.0,Very Good,E,VVS2,61.9,61.0,6.38,6.42,3.96,7777
16575,0.73,Ideal,F,VS1,,55.0,5.8,5.83,3.57,3797
13231,1.01,Very Good,E,SI2,62.0,60.0,6.36,6.41,3.96,4445
22925,0.38,Ideal,F,VS2,61.9,55.0,4.68,4.64,2.89,969
9798,1.01,Premium,G,SI2,59.5,55.0,6.59,6.53,3.9,4355
24527,0.31,Good,E,SI1,63.1,55.0,4.33,4.36,2.74,544
18300,0.4,Good,E,SI1,63.8,56.0,4.7,4.74,3.01,687
1224,0.3,Good,G,VVS1,63.5,57.0,4.23,4.27,2.7,789
7978,1.56,Premium,F,SI1,60.7,59.0,7.55,7.45,4.55,11901
24670,0.41,Premium,E,VVS1,62.2,58.0,4.77,4.75,2.96,1431
25191,0.74,Very Good,F,SI1,61.5,58.0,5.82,5.85,3.59,2583
24384,1.64,Ideal,F,SI2,61.4,57.0,7.59,7.55,4.65,10929
8537,0.31,Very Good,G,SI1,62.8,55.0,4.32,4.38,2.73,462
10132,0.7,Premium,G,VVS2,60.6,60.0,5.77,5.69,3.47,2999
15628,0.42,Premium,F,SI1,61.5,58.0,4.8,4.83,2.96,773
13377,0.32,Ideal,E,VVS2,61.4,54.0,4.44,4.45,2.73,843
25515,1.59,Very Good,G,SI1,59.5,61.0,7.57,7.65,4.53,10963
14112,0.32,Ideal,G,VVS1,61.4,57.0,4.39,4.41,2.7,814
6148,0.41,Ideal,F,VS1,62.1,56.0,4.74,4.76,2.95,1007
1502,0.42,Ideal,G,VVS1,60.0,57.0,4.86,4.84,2.91,1235
8313,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2228
1895,0.5,Very Good,H,VS1,64.6,56.0,4.97,5.06,3.24,1426
15750,0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,2322
8059,1.18,Ideal,G,VVS2,62.2,54.0,6.78,6.82,4.23,9252
3516,0.9,Premium,I,SI1,62.1,59.0,6.19,6.15,3.83,3121
13291,1.51,Ideal,I,VS2,62.9,53.0,7.37,7.33,4.62,9471
26035,1.02,Ideal,E,VS1,60.1,57.0,6.59,6.52,3.94,8244
2090,1.02,Very Good,G,VS1,63.3,58.0,6.42,6.38,4.05,6861
13643,0.75,Very Good,F,SI1,62.3,58.0,5.8,5.86,3.63,2573
2407,0.46,Very Good,D,VS2,61.2,57.0,4.96,5.0,3.05,1321
18928,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,707
20602,0.32,Premium,I,VS2,62.2,59.0,4.37,4.35,2.71,576
15054,0.5,Fair,D,VVS1,65.9,64.0,4.92,5.03,3.28,1792
2269,1.0,Very Good,F,VS1,58.4,63.0,6.58,6.47,3.81,6021
4799,1.01,Good,E,VS2,63.8,59.0,6.26,6.22,3.98,5430
17429,0.51,Ideal,E,SI1,61.4,56.0,5.15,5.17,3.17,1377
25563,0.3,Ideal,E,VS1,60.0,56.0,4.39,4.41,2.64,663
14857,0.9,Premium,E,SI1,61.9,58.0,6.17,6.1,3.8,4209
15519,1.0,Very Good,F,VS1,58.4,63.0,6.58,6.47,3.81,6098
7552,1.03,Ideal,F,SI2,61.8,56.0,6.49,6.46,4.0,4454
15498,0.28,Very Good,D,VVS1,60.3,62.0,4.22,4.24,2.55,596
23297,0.31,Ideal,H,VS1,61.3,55.0,4.36,4.41,2.69,717
392,0.5,Ideal,H,VS1,61.1,56.0,5.1,5.14,3.13,1637
23396,0.3,Premium,H,VS2,62.7,59.0,4.26,4.22,2.66,608
7710,1.05,Premium,D,SI1,59.3,58.0,6.74,6.68,3.98,6174
370,1.5,Premium,E,SI2,61.5,60.0,7.29,7.22,4.46,7182
23457,0.4,Ideal,H,VS2,61.4,55.0,4.76,4.78,2.93,725
15134,0.41,Ideal,E,VS1,61.9,55.0,4.76,4.8,2.96,1079
10617,1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759
294,0.31,Premium,G,VS1,62.1,58.0,4.31,4.35,2.69,625
22344,0.5,Very Good,E,VS1,62.5,58.0,5.04,5.11,3.17,1665
17985,0.57,Premium,E,VS1,61.6,58.0,5.36,5.33,3.29,2753
9502,1.01,Good,F,VS2,64.1,59.0,6.16,6.23,3.97,6037
26966,0.27,Very Good,F,VVS2,61.8,56.0,4.19,4.2,2.6,682
7842,1.01,Premium,E,SI2,60.4,57.0,6.53,6.49,3.93,3801
18083,1.23,Ideal,J,VS2,61.5,57.0,6.9,6.95,4.26,5217
7526,0.31,Ideal,G,VVS1,61.7,57.0,4.38,4.34,2.69,1046
19598,1.11,Ideal,I,SI1,62.3,58.0,6.6,6.65,4.13,4771
25881,0.34,Premium,E,SI1,59.3,58.0,4.59,4.55,2.71,765
24610,0.32,Ideal,G,VS2,61.7,57.0,4.4,4.38,2.71,720
1208,1.52,Ideal,J,SI1,61.9,57.0,7.33,7.37,4.55,7356
11413,0.51,Ideal,D,VS2,,57.0,5.18,5.21,3.16,1769
26530,0.74,Ideal,G,SI2,61.7,56.0,5.8,5.87,3.6,2690
17575,1.0,Very Good,H,VS2,64.7,56.0,6.23,6.29,4.05,5883
19484,0.23,Very Good,E,VS1,62.8,55.0,3.88,3.9,2.44,391
14085,0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7,990
16733,0.32,Ideal,G,VS1,61.2,56.0,4.45,4.41,2.71,828
7497,0.34,Ideal,D,I1,61.4,55.0,4.52,4.5,2.77,530
10621,1.49,Premium,G,VS1,60.8,62.0,7.41,7.36,4.49,12900
21749,0.31,Ideal,H,VVS2,62.4,57.0,4.32,4.36,2.71,625
21198,0.32,Premium,G,VS2,61.2,59.0,4.38,4.41,2.69,561
6959,1.7,Premium,E,VS2,62.9,58.0,7.57,7.54,4.75,17323
13017,0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77,838
24055,1.01,Good,J,SI1,62.8,58.0,6.28,6.33,3.96,3399
19190,2.03,Ideal,H,SI1,60.8,57.0,8.18,8.24,4.99,17864
20284,0.5,Ideal,F,VS2,62.9,55.0,5.12,5.08,3.21,1736
9965,0.31,Very Good,H,VVS2,62.6,58.0,4.28,4.31,2.69,625
7726,0.51,Premium,D,VS2,59.7,58.0,5.18,5.24,3.11,1787
17227,1.0,Fair,J,SI1,65.3,57.0,6.33,6.12,4.08,3175
18265,1.05,Ideal,G,VS1,62.0,56.0,6.53,6.47,4.03,7063
15964,0.59,Premium,I,IF,61.2,58.0,5.38,5.41,3.3,1866
5775,0.5,Premium,F,SI1,60.1,59.0,5.17,5.14,3.1,1332
4326,0.63,Ideal,F,VS2,61.2,56.0,5.56,5.51,3.39,2182
4817,0.7,Very Good,E,VS1,62.5,56.0,5.64,5.68,3.54,3063
25724,0.38,Good,E,SI1,58.9,58.0,4.73,4.77,2.8,680
10732,0.54,Premium,G,SI1,60.3,57.0,5.4,5.24,3.21,1389
3779,0.61,Ideal,G,VS1,62.1,56.0,5.42,5.44,3.37,2167
2486,0.5,Ideal,F,IF,61.2,57.0,5.11,5.15,3.14,2419
4184,1.0,Good,F,SI2,,61.0,6.64,6.59,3.79,4155
6391,0.42,Very Good,F,SI1,63.4,56.0,4.8,4.76,3.03,926
10500,0.53,Very Good,D,SI1,60.9,59.0,5.18,5.2,3.16,1415
135,0.3,Ideal,H,VS1,61.6,55.0,4.27,4.3,2.64,526
14213,1.0,Very Good,D,VS2,61.2,61.0,6.35,6.39,3.9,6190
21858,0.35,Premium,G,VS1,61.2,58.0,4.51,4.54,2.77,706
11836,1.28,Ideal,F,VS1,61.5,55.0,6.98,7.01,4.3,12061
1047,0.53,Good,E,VS2,58.6,62.0,5.26,5.32,3.1,1422
18950,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,675
25655,0.41,Premium,G,VS2,60.9,58.0,4.8,4.83,2.93,827
8912,0.77,Ideal,D,SI2,60.6,56.0,5.9,5.95,3.59,2973
21991,0.33,Very Good,E,SI1,62.0,60.0,4.38,4.43,2.73,579
3821,1.21,Ideal,G,SI2,62.9,57.0,6.78,6.73,4.25,4631
17507,1.14,Fair,G,VS1,57.5,67.0,0.0,0.0,0.0,6381
8741,1.0,Very Good,D,SI1,59.8,59.0,6.47,6.51,3.88,5671
16671,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3034
451,0.95,Premium,G,SI2,59.7,61.0,6.35,6.27,3.77,3830
5852,1.0,Premium,E,VVS2,61.6,59.0,6.42,6.46,3.97,8888
3150,1.59,Premium,J,VS2,62.6,59.0,7.45,7.43,4.66,7953
18337,0.91,Ideal,J,VS1,60.7,57.0,6.23,6.26,3.79,3267
3491,0.9,Premium,E,SI1,60.7,61.0,6.19,6.17,3.75,3625
18996,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3170
20252,0.72,Very Good,G,VS2,63.1,57.0,5.74,5.71,3.61,2732
